0.06562,0.01986,-0.32676
0.07546,0.03207,-0.51626
0.0163,-0.00493,-0.04835
-0.03126,-0.03821,-0.03593
0.07879,0.03183,-0.47747
0.04756,0.01073,-0.23809
0.0111,-0.02027,-0.04745
-0.11041,0.00102,-0.63643
-0.18583,-0.01905,-0.68729
0.05314,0.01764,-0.91469
-0.07158,0.85371,-0.12135
-0.01579,-0.02476,-0.03538
0.02791,-0.0019,-0.1308
-0.00021,-0.01609,-0.04363
0.00947,-0.01414,-0.06426
-0.21758,-0.01273,-0.62518
0.09695,0.05263,-0.8476
0.02767,-0.00865,-0.04463
0.02858,-0.00547,-0.04459
0.10673,0.07178,-0.61761
-0.02335,-0.02021,-1.25063
-0.173,0.47582,-1.22105
-0.16747,0.56372,-0.68193
0.022,-0.00781,-0.04328
0.02304,-0.00656,-0.045
0.00194,-0.01504,-0.05145
-0.06983,0.055,-0.46336
-0.24361,0.17566,-0.8768
-0.10734,0.83365,-0.54578
0.11495,0.09569,-0.53764
0.00214,0.02642,-0.85883
-0.21451,0.06893,-0.97582
-0.00035,0.07039,-0.56199
0.0201,-0.0149,-0.05597
0.0106,-0.01026,-0.04387
-0.02978,-0.03587,-0.03501
0.02822,-0.00617,-0.04651
-0.177,0.5283,-1.14231
0.06169,0.08251,-0.61011
-0.18489,0.97698,-0.07554
0.06708,0.02931,-0.8255
-0.18704,-0.01184,-0.75656
-0.26847,0.13212,-0.677
-0.26379,0.04697,-0.62021
-0.21673,0.3141,-0.53384
0.00308,-0.01951,-0.03898
0.0217,-0.00509,-0.10511
-0.22554,0.33584,-0.68573
-0.00545,-0.01801,-0.04133
-0.10036,0.93806,-0.59959
0.05092,0.01345,-0.27614
0.00086,-0.02763,-0.05065
0.09945,0.05911,-1.00256
0.03099,-0.00458,-0.0424
0.07524,0.00086,-0.90913
-0.26292,-0.00686,-0.6903
0.00858,-0.00902,-0.0448
-0.17485,0.62412,-1.26362
-0.02,-0.03324,-0.03498
0.09352,0.04752,-0.69502
0.10161,0.06033,-0.98072
-0.24858,0.11637,-0.5484
-0.10644,0.97176,-0.67555
0.00529,-0.02493,-0.05372
-0.13349,0.12171,-1.28089
-0.21913,0.06094,-0.49134
-0.14677,0.62091,-0.5645
0.02862,-0.00604,-0.03987
0.00887,-0.00882,-0.05485
0.00663,-0.00479,-0.02612
0.02045,0.04383,-1.23952
-0.23421,0.13998,-0.94114
-0.13711,0.76797,-0.68818
-0.19395,0.44216,-0.608
-0.08805,1.15858,-0.18034
-0.17529,0.02824,-1.01352
-0.22617,0.05375,-0.89506
0.01799,-0.01504,-0.04673
0.00441,-0.01319,-0.05133
-0.02799,-0.03608,-0.03361
0.09824,0.06654,-1.19661
0.03831,0.02541,-0.8823
0.08439,0.06609,-0.7004
-0.12329,0.00566,-0.97663
-0.0036,-0.02415,-0.03691
0.02963,-0.00278,-0.05024
-0.13476,0.73614,-0.63607
0.03911,0.00115,-0.14315
-0.13008,0.46551,0.00031
0.03014,0.00137,-0.05294
0.05371,-0.00377,-0.83866
-0.22119,0.29721,-0.95767
-0.09895,0.01376,-0.90953
-0.09373,0.80596,-0.09346
-0.08861,0.79174,-0.45287
-0.17234,0.59076,-0.76622
-0.0253,-0.0322,-0.03354
0.02591,-0.01128,-0.05936
-0.1577,0.75026,-0.84795
-0.07068,0.97922,-0.47208
-0.2147,0.38688,-0.76959
0.03521,-0.00154,-0.05391
0.03943,-0.01121,-0.06338
0.03339,0.11335,-0.32738
0.02721,-0.00284,-0.04942
0.07671,0.00509,-0.89579
-0.15399,0.09405,-1.15641
0.02484,-0.00867,-0.03756
-0.02004,0.02957,-0.78549
-0.05691,0.58731,-0.20292
0.02414,-0.00016,-0.0513
0.03234,-0.01155,-0.06374
0.06393,0.00427,-0.94337
-0.22773,0.1847,-0.47616
0.01229,-0.00888,-0.06549
0.08606,0.04179,-0.60317
-0.01387,-0.02981,-0.0333
0.03063,-0.00494,-0.05291
0.03029,-0.00191,-0.05414
-0.02037,-0.02946,-0.03824
-0.19019,0.64622,-0.99666
0.03263,-0.0022,-0.05502
-0.16997,0.07094,-1.08241
0.02686,-0.00014,-0.05061
-0.01792,1.16497,-0.25813
-0.18505,0.16116,-1.1305
0.0342,-0.00519,-0.04255
-0.15392,0.55331,-0.48586
-0.04092,0.85199,-0.35916
0.01525,2.26538,-0.66385
-0.02574,0.94295,-0.19474
-0.07737,1.0344,-0.15856
-0.01499,1.04904,-0.3798
-0.11812,0.60718,-0.40133
-0.22005,0.35432,-0.88428
0.03833,-0.02111,-1.05967
-0.145,0.32541,-1.33517
-0.17429,0.66209,-0.90359
0.0068,-0.01043,-0.04793
-0.03573,0.01886,-0.91547
-0.26911,0.11072,-0.74862
0.03024,-0.00255,-0.05452
-0.18026,0.01266,-0.92869
0.04273,0.00018,-0.04015
-0.08547,1.17204,-0.73204
-0.00048,-0.02895,-0.05228
0.02564,-0.00886,-0.05031
0.03147,0.00072,-0.05275
-0.14662,0.85628,-0.88828
0.02312,-0.01177,-0.05337
0.00498,-0.01144,-0.04213
-0.1795,0.31282,-1.19095
0.02511,-0.00455,-0.04771
0.09551,0.05617,-0.93108
0.08499,0.04823,-0.98183
-0.16318,0.37336,-1.26912
-0.24232,0.91893,-1.61057
-0.11281,0.66884,-0.05044
0.0442,0.00618,-0.20258
0.06688,0.02297,-0.37251
-0.07843,0.77288,-0.10112
-0.01746,-0.02848,-0.02921
-0.19401,0.48451,-0.97046
-0.15538,1.01522,-0.96802
0.04529,-0.00812,-0.06353
-0.01857,-0.02962,-0.03221
0.01922,-0.00218,-0.04945
-0.1124,0.11811,-1.34343
0.03079,-0.00575,-0.05607
0.01427,-0.01765,-0.04905
-0.19533,0.50648,-0.84034
-0.12083,0.02249,-1.05933
0.01846,-0.00749,-0.04552
0.03,-0.00201,-0.05243
-0.146,0.11646,-1.22191
-0.20452,0.13773,-1.05955
-0.16895,0.19672,-1.20135
0.02934,-0.00233,-0.05423
0.02771,-0.00674,-0.06101
0.06885,0.02721,-0.45074
-0.11158,0.42752,-0.26437
-0.00428,-0.03398,-0.0503
0.02945,-0.00173,-0.05398
-0.03222,1.31613,-0.25675
0.02725,-0.0072,-0.04835
0.02009,-0.01369,-0.05184
-0.12163,0.04666,-1.12425
-0.04571,1.17987,-0.4573
0.09554,0.07003,-1.34355
0.03794,0.01928,-1.95918
-0.11645,0.18901,-1.38568
-0.01789,-0.03089,-0.03766
-0.15479,0.2484,-1.2727
-0.2027,0.36495,-1.04435
-0.1255,0.59578,-0.02306
0.02452,-0.00517,-0.05331
-0.1594,0.01787,-0.51038
-0.01035,-0.02535,-0.03928
-0.1779,0.71546,-1.61982
-0.19893,0.27619,-1.10577
0.00089,-0.00162,-0.00718
0.02863,-0.00395,-0.04872
-0.12345,0.95215,-0.78224
0.06427,-0.0172,-0.06278
-0.07048,1.1502,-0.63259
0.03312,-0.00592,-0.26
-0.17998,1.09946,-1.08078
-0.18387,0.70435,-1.05195
0.00546,-0.01979,-0.0351
-0.24451,0.22805,-0.60802
-0.00017,-0.02869,-0.04931
0.01046,-0.02213,-0.06032
0.00402,-0.02609,-0.0322
-0.24755,0.22188,-0.81062
0.00344,-0.02921,-0.05345
0.02965,-0.00701,-0.05471
0.0922,0.06191,-1.212
-0.33219,-0.16377,-2.42002
0.02665,-0.00504,-0.04672
0.03449,-0.01154,-0.0636
0.01746,-0.00684,-0.04668
0.08578,0.0443,-0.73306
-0.22132,0.19382,-1.01125
0.02182,-0.00302,-0.04921
-0.02645,0.77845,-0.18239
0.00853,-0.01252,-0.06636
-0.15333,0.41768,-0.3593
0.0597,-0.0225,-0.04561
-0.18998,0.36509,-0.44673
0.02876,0.00076,-0.05206
0.02074,-0.00198,-0.04985
0.00469,-0.00232,-0.02615
0.07546,0.05534,-1.61344
0.04161,0.00643,-0.29655
-0.17793,0.70154,-1.15613
0.01477,-0.00982,-0.04371
-0.07288,1.31453,-0.65115
-0.01478,1.20376,-0.35222
-0.07526,1.06662,-0.56013
-0.18317,0.54235,-1.05722
0.02036,-0.01275,-0.03376
-0.13732,0.00747,-0.58106
-0.1062,0.32367,0.01367
-0.151,0.58662,-1.49012
0.07377,0.03974,-1.31826
-0.04859,0.00286,-0.99248
-0.11537,0.99666,-0.11782
-0.13358,0.47739,-1.57541
0.06163,-0.00518,-0.06616
0.07732,-0.0205,-0.06187
0.01532,1.07013,-0.28984
-0.15268,0.5839,-1.56771
0.02482,-0.00054,-0.05029
0.03749,-0.00943,-0.05905
-0.06491,0.43272,-0.19031
-0.01517,-0.04019,-0.05335
0.05428,-0.01434,-0.06093
-0.02927,-0.05042,-0.05265
