0.00497,-0.00051,-0.02
0.00233,-0.00574,-0.05247
0.11416,-0.38542,-2.06638
-0.00057,-0.00166,-0.00245
0.00164,-0.00557,-0.03563
-0.01679,-0.01687,0.01756
0.00031,-0.02162,-0.12098
0.03689,-0.12171,-1.07259
0.0,0.0,0.0
0.0308,-0.10177,-0.87167
-0.01043,-0.01109,0.00901
-0.01557,-0.01405,0.01125
0.01708,-0.06469,-0.42931
-0.00427,-0.01495,-0.0713
-0.01479,-0.01035,0.00058
-0.03007,-0.02405,0.02234
0.02554,-0.07964,-0.81999
-0.00034,-0.0013,-0.00033
0.01912,-0.0589,-0.69324
0.04427,-0.14872,-1.22033
0.03086,-0.10039,-0.94759
0.02495,-0.07997,-0.81452
0.0,0.0,0.0
0.03249,-0.10029,-0.92585
0.00718,-0.02132,-0.19617
-0.00137,-0.03452,-0.17753
-0.0127,-0.03087,-0.12077
-0.01482,-0.01881,-0.05035
0.0,0.0,0.0
-0.0027,-0.00755,0.00639
0.05238,-0.18814,-1.09316
0.01998,-0.0606,-0.68858
0.0,0.0,0.0
0.04557,-0.15213,-1.22838
-0.02337,-0.0331,-0.06888
0.03881,-0.12703,-1.09522
0.04107,-0.1418,-0.98531
0.01389,-0.0772,-0.45059
0.06564,-0.22198,-1.54363
0.01303,-0.04779,-0.32185
-0.02903,-0.0225,0.00982
0.00536,-0.02905,-0.18039
0.00491,0.00006,-0.01051
0.0,0.0,0.0
0.01443,-0.03867,-0.52422
0.01359,-0.03423,-0.49103
0.02444,-0.08263,-0.75666
-0.0121,-0.01546,-0.19181
0.01089,-0.07339,-0.35752
0.0,0.0,0.0
0.04684,-0.15523,-1.23579
-0.03629,-0.02788,0.04601
-0.01185,-0.01199,-0.01447
0.0452,-0.14839,-1.17655
0.05337,-0.17889,-1.35068
0.03182,-0.10284,-0.96726
0.0,0.0,0.0
0.00252,-0.01037,-0.06898
0.0151,-0.04328,-0.52463
-0.00672,-0.08931,-0.37508
0.0,0.0,0.0
-0.01145,-0.05054,-0.21532
0.02074,-0.10696,-0.63925
-0.02934,-0.02549,0.00062
0.05904,-0.19744,-1.41373
-0.02295,-0.02827,-0.06117
-0.00427,-0.00395,0.00112
0.0,0.0,0.0
0.00265,-0.00087,-0.00274
0.07163,-0.24332,-1.60155
-0.04206,-0.03199,0.04957
0.00038,-0.00157,-0.01243
0.03272,-0.10493,-0.94042
0.03169,-0.13273,-0.81846
0.02124,-0.07665,-0.67129
-0.00401,0.00464,-0.14004
0.01803,-0.05491,-0.63433
-0.00011,-0.0009,0.00021
0.01089,-0.02351,-0.36309
0.01492,-0.04115,-0.50619
0.05365,-0.18262,-1.38396
0.05199,-0.17619,-1.3635
0.09149,-0.31119,-1.86687
-0.01904,-0.042,-0.13572
0.05043,-0.16877,-1.25239
0.00974,-0.0224,-0.29633
-0.00063,-0.06298,-0.32403
-0.02654,-0.01356,-0.00014
-0.04003,-0.03138,0.05711
-0.00046,-0.00103,0.00016
-0.0196,-0.01842,-0.09316
0.04027,-0.15777,-0.9368
0.00776,-0.01761,-0.21773
0.02537,-0.12403,-0.75722
0.0,0.0,0.0
0.00637,-0.01177,-0.15057
0.04391,-0.13896,-1.06139
0.06123,-0.19563,-1.35665
0.06158,-0.20919,-1.5082
0.0,0.0,0.0
0.0,0.0,0.0
0.02059,-0.19591,-0.70912
0.0,0.0,0.0
0.00832,-0.03036,-0.20475
-0.02281,-0.02006,0.02587
0.01432,-0.04573,-0.33375
0.0,0.0,0.0
0.02689,-0.15244,-0.76569
0.0,0.0,0.0
